state,year,month,Democrat,Republican,BWS
AK,2009,9,0.0,8.0,0.0
AK,2009,10,0.0,12.0,0.0
AK,2009,11,0.0,19.0,0.0
AK,2009,12,0.0,8.0,0.0
AK,2010,1,0.0,6.0,0.0
AK,2010,2,0.0,12.0,0.0
AK,2010,3,0.0,25.0,0.0
AK,2010,4,0.0,9.0,0.0
AK,2010,5,0.0,9.0,0.0
AK,2010,6,0.0,4.0,0.0
AK,2010,7,0.0,23.0,0.0
AK,2010,8,0.0,10.0,0.0
AK,2010,9,0.0,13.0,0.0
AK,2010,10,0.0,3.0,0.0
AK,2010,11,0.0,9.0,0.0
AK,2010,12,0.0,14.0,0.0
AK,2011,1,0.0,22.0,0.0
AK,2011,2,0.0,24.0,0.0
AK,2011,3,0.0,42.0,0.0
AK,2011,4,0.0,24.0,0.0
AK,2011,5,0.0,29.0,0.0
AK,2011,6,0.0,19.0,0.0
AK,2011,7,0.0,18.0,0.0
AK,2011,8,0.0,5.0,0.0
AK,2011,9,0.0,32.0,0.0
AK,2011,10,0.0,21.0,0.0
AK,2011,11,0.0,20.0,0.0
AK,2011,12,0.0,11.0,0.0
AK,2012,1,0.0,1.0,0.0
AK,2012,2,0.0,11.0,0.0
AK,2012,3,0.0,6.0,0.0
AK,2012,4,0.0,28.0,0.0
AK,2012,5,0.0,75.0,0.0
AK,2012,6,0.0,79.0,0.0
AK,2012,7,0.0,69.0,0.0
AK,2012,8,0.0,80.0,0.0
AK,2012,9,0.0,51.0,0.0
AK,2012,10,0.0,33.0,0.0
AK,2012,11,0.0,31.0,0.0
AK,2012,12,0.0,39.0,0.0
AK,2013,1,0.0,32.0,0.0
AK,2013,2,0.0,33.0,0.0
AK,2013,3,0.0,49.0,0.0
AK,2013,4,0.0,55.0,0.0
AK,2013,5,0.0,53.0,0.0
AK,2013,6,0.0,45.0,0.0
AK,2013,7,0.0,40.0,0.0
AK,2013,8,0.0,18.0,0.0
AK,2013,9,0.0,26.0,0.0
AK,2013,10,0.0,18.0,0.0
AK,2013,11,0.0,42.0,0.0
AK,2013,12,0.0,37.0,0.0
AK,2014,1,0.0,39.0,0.0
AK,2014,2,0.0,66.0,0.0
AK,2014,3,0.0,64.0,0.0
AK,2014,4,0.0,48.0,0.0
AK,2014,5,0.0,38.0,0.0
AK,2014,6,0.0,45.0,0.0
AK,2014,7,0.0,70.0,0.0
AK,2014,8,0.0,38.0,0.0
AK,2014,9,0.0,61.0,0.0
AK,2014,10,0.0,31.0,0.0
AK,2014,11,0.0,49.0,0.0
AK,2014,12,0.0,22.0,0.0
AK,2015,1,0.0,219.0,0.0
AK,2015,2,0.0,182.0,0.0
AK,2015,3,0.0,171.0,0.0
AK,2015,4,0.0,128.0,0.0
AK,2015,5,0.0,161.0,0.0
AK,2015,6,0.0,245.0,0.0
AK,2015,7,0.0,173.0,0.0
AK,2015,8,0.0,143.0,0.0
AK,2015,9,0.0,166.0,0.0
AK,2015,10,0.0,156.0,0.0
AK,2015,11,0.0,191.0,0.0
AK,2015,12,0.0,136.0,0.0
AK,2016,1,0.0,184.0,0.0
AK,2016,2,0.0,170.0,0.0
AK,2016,3,0.0,171.0,0.0
AK,2016,4,0.0,134.0,0.0
AK,2016,5,0.0,163.0,0.0
AK,2016,6,0.0,141.0,0.0
AK,2016,7,0.0,113.0,0.0
AK,2016,8,0.0,95.0,0.0
AK,2016,9,0.0,99.0,0.0
AK,2016,10,0.0,70.0,0.0
AK,2016,11,0.0,77.0,0.0
AK,2016,12,0.0,96.0,0.0
AK,2017,1,0.0,122.0,0.0
AK,2017,2,0.0,97.0,0.0
AK,2017,3,0.0,147.0,0.0
AK,2017,4,0.0,110.0,0.0
AK,2017,5,0.0,122.0,0.0
AK,2017,6,0.0,15.0,0.0
AL,2009,4,0.0,10.0,0.0
AL,2009,5,0.0,21.0,0.0
AL,2009,6,0.0,29.0,0.0
AL,2009,7,0.0,30.0,0.0
AL,2009,9,0.0,28.0,0.0
AL,2009,10,0.0,47.0,0.0
AL,2009,11,0.0,24.0,0.0
AL,2009,12,0.0,20.0,0.0
AL,2010,1,0.0,39.0,0.0
AL,2010,2,0.0,53.0,0.0
AL,2010,3,0.0,138.0,0.0
AL,2010,4,0.0,106.0,0.0
AL,2010,5,0.0,57.0,0.0
AL,2010,6,0.0,91.0,0.0
AL,2010,7,0.0,81.0,0.0
AL,2010,8,0.0,37.0,0.0
AL,2010,9,0.0,52.0,0.0
AL,2010,10,0.0,36.0,0.0
AL,2010,11,0.0,11.0,0.0
AL,2010,12,0.0,24.0,0.0
AL,2011,1,0.0,64.0,0.0
AL,2011,2,0.0,61.0,0.0
AL,2011,3,0.0,74.0,0.0
AL,2011,4,0.0,82.0,0.0
AL,2011,5,0.0,75.0,0.0
AL,2011,6,0.0,48.0,0.0
AL,2011,7,0.0,91.0,0.0
AL,2011,8,0.0,22.0,0.0
AL,2011,9,0.0,52.0,0.0
AL,2011,10,0.0,34.0,0.0
AL,2011,11,26.0,25.0,0.943
AL,2011,12,47.0,14.0,0.137
AL,2012,1,52.0,20.0,0.214
AL,2012,2,38.0,31.0,0.733
AL,2012,3,38.0,30.0,0.697
AL,2012,4,29.0,35.0,0.751
AL,2012,5,20.0,40.0,0.333
AL,2012,6,26.0,55.0,0.303
AL,2012,7,29.0,60.0,0.315
AL,2012,8,10.0,16.0,0.481
AL,2012,9,16.0,30.0,0.371
AL,2012,10,17.0,17.0,1.0
AL,2012,11,6.0,42.0,0.036
AL,2012,12,8.0,43.0,0.058
AL,2013,1,18.0,53.0,0.172
AL,2013,2,10.0,97.0,0.019
AL,2013,3,18.0,118.0,0.04
AL,2013,4,15.0,125.0,0.026
AL,2013,5,11.0,149.0,0.01
AL,2013,6,22.0,168.0,0.03
AL,2013,7,40.0,106.0,0.207
AL,2013,8,80.0,77.0,0.944
AL,2013,9,107.0,139.0,0.67
AL,2013,10,42.0,120.0,0.181
AL,2013,11,30.0,85.0,0.184
AL,2013,12,20.0,62.0,0.157
AL,2014,1,56.0,68.0,0.744
AL,2014,2,35.0,146.0,0.093
AL,2014,3,54.0,252.0,0.076
AL,2014,4,31.0,283.0,0.022
AL,2014,5,34.0,264.0,0.029
AL,2014,6,50.0,207.0,0.094
AL,2014,7,108.0,221.0,0.321
AL,2014,8,68.0,212.0,0.156
AL,2014,9,70.0,219.0,0.155
AL,2014,10,48.0,218.0,0.079
AL,2014,11,54.0,138.0,0.22
AL,2014,12,25.0,131.0,0.061
AL,2015,1,47.0,261.0,0.055
AL,2015,2,41.0,338.0,0.026
AL,2015,3,67.0,462.0,0.037
AL,2015,4,69.0,373.0,0.058
AL,2015,5,38.0,313.0,0.026
AL,2015,6,47.0,301.0,0.042
AL,2015,7,101.0,326.0,0.147
AL,2015,8,61.0,187.0,0.16
AL,2015,9,43.0,225.0,0.061
AL,2015,10,83.0,246.0,0.17
AL,2015,11,52.0,222.0,0.089
AL,2015,12,68.0,214.0,0.153
AL,2016,1,79.0,249.0,0.153
AL,2016,2,35.0,217.0,0.045
AL,2016,3,63.0,207.0,0.142
AL,2016,4,56.0,347.0,0.045
AL,2016,5,39.0,482.0,0.012
AL,2016,6,73.0,513.0,0.035
AL,2016,7,67.0,428.0,0.042
AL,2016,8,52.0,386.0,0.032
AL,2016,9,60.0,474.0,0.028
AL,2016,10,26.0,301.0,0.014
AL,2016,11,56.0,368.0,0.04
AL,2016,12,25.0,303.0,0.013
AL,2017,1,105.0,581.0,0.055
AL,2017,2,69.0,557.0,0.027
AL,2017,3,147.0,536.0,0.118
AL,2017,4,65.0,512.0,0.029
AL,2017,5,91.0,580.0,0.043
AL,2017,6,7.0,71.0,0.018
AR,2008,8,0.0,10.0,0.0
AR,2008,9,0.0,10.0,0.0
AR,2008,10,0.0,4.0,0.0
AR,2008,11,0.0,3.0,0.0
AR,2008,12,0.0,17.0,0.0
AR,2009,1,0.0,11.0,0.0
AR,2009,2,0.0,17.0,0.0
AR,2009,3,0.0,26.0,0.0
AR,2009,4,0.0,14.0,0.0
AR,2009,5,0.0,16.0,0.0
AR,2009,6,0.0,14.0,0.0
AR,2009,7,0.0,10.0,0.0
AR,2009,8,0.0,24.0,0.0
AR,2009,9,0.0,7.0,0.0
AR,2009,10,0.0,7.0,0.0
AR,2009,11,0.0,10.0,0.0
AR,2009,12,0.0,4.0,0.0
AR,2010,1,0.0,8.0,0.0
AR,2010,2,0.0,3.0,0.0
AR,2010,3,0.0,25.0,0.0
AR,2010,4,0.0,10.0,0.0
AR,2010,5,0.0,11.0,0.0
AR,2010,6,0.0,7.0,0.0
AR,2010,7,0.0,6.0,0.0
AR,2010,8,0.0,3.0,0.0
AR,2010,9,0.0,2.0,0.0
AR,2010,10,0.0,1.0,0.0
AR,2010,11,0.0,4.0,0.0
AR,2011,1,0.0,5.0,0.0
AR,2011,2,0.0,13.0,0.0
AR,2011,3,0.0,40.0,0.0
AR,2011,4,0.0,31.0,0.0
AR,2011,5,0.0,17.0,0.0
AR,2011,6,0.0,23.0,0.0
AR,2011,7,0.0,24.0,0.0
AR,2011,8,0.0,30.0,0.0
AR,2011,9,0.0,17.0,0.0
AR,2011,10,0.0,23.0,0.0
AR,2011,11,0.0,25.0,0.0
AR,2011,12,0.0,19.0,0.0
AR,2012,1,0.0,14.0,0.0
AR,2012,2,0.0,30.0,0.0
AR,2012,3,0.0,29.0,0.0
AR,2012,4,0.0,10.0,0.0
AR,2012,5,0.0,53.0,0.0
AR,2012,6,0.0,61.0,0.0
AR,2012,7,0.0,34.0,0.0
AR,2012,8,0.0,17.0,0.0
AR,2012,9,0.0,16.0,0.0
AR,2012,10,0.0,30.0,0.0
AR,2012,11,0.0,68.0,0.0
AR,2012,12,0.0,62.0,0.0
AR,2013,1,0.0,90.0,0.0
AR,2013,2,0.0,106.0,0.0
AR,2013,3,0.0,159.0,0.0
AR,2013,4,0.0,176.0,0.0
AR,2013,5,0.0,170.0,0.0
AR,2013,6,0.0,194.0,0.0
AR,2013,7,0.0,220.0,0.0
AR,2013,8,0.0,175.0,0.0
AR,2013,9,0.0,288.0,0.0
AR,2013,10,0.0,149.0,0.0
AR,2013,11,0.0,194.0,0.0
AR,2013,12,0.0,104.0,0.0
AR,2014,1,0.0,195.0,0.0
AR,2014,2,0.0,168.0,0.0
AR,2014,3,0.0,270.0,0.0
AR,2014,4,0.0,359.0,0.0
AR,2014,5,0.0,266.0,0.0
AR,2014,6,0.0,376.0,0.0
AR,2014,7,0.0,325.0,0.0
AR,2014,8,0.0,324.0,0.0
AR,2014,9,0.0,354.0,0.0
AR,2014,10,0.0,324.0,0.0
AR,2014,11,0.0,168.0,0.0
AR,2014,12,0.0,90.0,0.0
AR,2015,1,0.0,361.0,0.0
AR,2015,2,0.0,351.0,0.0
AR,2015,3,0.0,401.0,0.0
AR,2015,4,0.0,406.0,0.0
AR,2015,5,0.0,386.0,0.0
AR,2015,6,0.0,322.0,0.0
AR,2015,7,0.0,354.0,0.0
AR,2015,8,0.0,353.0,0.0
AR,2015,9,0.0,342.0,0.0
AR,2015,10,0.0,341.0,0.0
AR,2015,11,0.0,308.0,0.0
AR,2015,12,0.0,259.0,0.0
AR,2016,1,0.0,377.0,0.0
AR,2016,2,0.0,352.0,0.0
AR,2016,3,0.0,578.0,0.0
AR,2016,4,0.0,702.0,0.0
AR,2016,5,0.0,645.0,0.0
AR,2016,6,0.0,686.0,0.0
AR,2016,7,0.0,619.0,0.0
AR,2016,8,0.0,734.0,0.0
AR,2016,9,0.0,659.0,0.0
AR,2016,10,0.0,575.0,0.0
AR,2016,11,0.0,482.0,0.0
AR,2016,12,0.0,387.0,0.0
AR,2017,1,0.0,642.0,0.0
AR,2017,2,0.0,586.0,0.0
AR,2017,3,0.0,762.0,0.0
AR,2017,4,0.0,570.0,0.0
AR,2017,5,0.0,643.0,0.0
AR,2017,6,0.0,60.0,0.0
AZ,2008,9,0.0,11.0,0.0
AZ,2008,10,0.0,4.0,0.0
AZ,2008,11,0.0,4.0,0.0
AZ,2008,12,0.0,6.0,0.0
AZ,2009,1,0.0,6.0,0.0
AZ,2009,2,0.0,10.0,0.0
AZ,2009,3,0.0,10.0,0.0
AZ,2009,4,0.0,1.0,0.0
AZ,2009,5,0.0,2.0,0.0
AZ,2009,6,0.0,3.0,0.0
AZ,2009,7,0.0,4.0,0.0
AZ,2009,8,0.0,6.0,0.0
AZ,2009,9,0.0,2.0,0.0
AZ,2009,10,0.0,18.0,0.0
AZ,2009,11,0.0,31.0,0.0
AZ,2009,12,0.0,8.0,0.0
AZ,2010,1,0.0,13.0,0.0
AZ,2010,2,0.0,16.0,0.0
AZ,2010,3,0.0,27.0,0.0
AZ,2010,4,0.0,20.0,0.0
AZ,2010,5,0.0,11.0,0.0
AZ,2010,6,0.0,10.0,0.0
AZ,2010,7,0.0,24.0,0.0
AZ,2010,8,0.0,10.0,0.0
AZ,2010,9,0.0,12.0,0.0
AZ,2010,10,0.0,9.0,0.0
AZ,2010,11,0.0,16.0,0.0
AZ,2010,12,0.0,20.0,0.0
AZ,2011,1,0.0,9.0,0.0
AZ,2011,2,0.0,39.0,0.0
AZ,2011,3,0.0,111.0,0.0
AZ,2011,4,0.0,79.0,0.0
AZ,2011,5,0.0,140.0,0.0
AZ,2011,6,0.0,106.0,0.0
AZ,2011,7,0.0,183.0,0.0
AZ,2011,8,0.0,82.0,0.0
AZ,2011,9,0.0,155.0,0.0
AZ,2011,10,0.0,167.0,0.0
AZ,2011,11,0.0,112.0,0.0
AZ,2011,12,0.0,90.0,0.0
AZ,2012,1,0.0,104.0,0.0
AZ,2012,2,0.0,107.0,0.0
AZ,2012,3,0.0,141.0,0.0
AZ,2012,4,0.0,143.0,0.0
AZ,2012,5,0.0,76.0,0.0
AZ,2012,6,0.0,104.0,0.0
AZ,2012,7,0.0,100.0,0.0
AZ,2012,8,0.0,40.0,0.0
AZ,2012,9,0.0,41.0,0.0
AZ,2012,10,0.0,40.0,0.0
AZ,2012,11,0.0,55.0,0.0
AZ,2012,12,0.0,60.0,0.0
AZ,2013,1,0.0,102.0,0.0
AZ,2013,2,0.0,110.0,0.0
AZ,2013,3,0.0,130.0,0.0
AZ,2013,4,0.0,80.0,0.0
AZ,2013,5,0.0,114.0,0.0
AZ,2013,6,0.0,87.0,0.0
AZ,2013,7,0.0,71.0,0.0
AZ,2013,8,0.0,44.0,0.0
AZ,2013,9,0.0,57.0,0.0
AZ,2013,10,0.0,207.0,0.0
AZ,2013,11,0.0,146.0,0.0
AZ,2013,12,0.0,138.0,0.0
AZ,2014,1,0.0,293.0,0.0
AZ,2014,2,0.0,191.0,0.0
AZ,2014,3,0.0,268.0,0.0
AZ,2014,4,0.0,311.0,0.0
AZ,2014,5,0.0,201.0,0.0
AZ,2014,6,0.0,208.0,0.0
AZ,2014,7,0.0,444.0,0.0
AZ,2014,8,0.0,88.0,0.0
AZ,2014,9,0.0,105.0,0.0
AZ,2014,10,0.0,84.0,0.0
AZ,2014,11,0.0,105.0,0.0
AZ,2014,12,0.0,98.0,0.0
AZ,2015,1,62.0,170.0,0.195
AZ,2015,2,108.0,220.0,0.323
AZ,2015,3,161.0,313.0,0.349
AZ,2015,4,127.0,237.0,0.374
AZ,2015,5,83.0,298.0,0.121
AZ,2015,6,95.0,386.0,0.097
AZ,2015,7,126.0,338.0,0.202
AZ,2015,8,60.0,187.0,0.156
AZ,2015,9,76.0,262.0,0.13
AZ,2015,10,87.0,508.0,0.05
AZ,2015,11,99.0,375.0,0.11
AZ,2015,12,77.0,365.0,0.074
AZ,2016,1,80.0,427.0,0.059
AZ,2016,2,77.0,441.0,0.052
AZ,2016,3,93.0,420.0,0.08
AZ,2016,4,71.0,356.0,0.066
AZ,2016,5,75.0,338.0,0.081
AZ,2016,6,115.0,377.0,0.143
AZ,2016,7,113.0,327.0,0.177
AZ,2016,8,47.0,238.0,0.065
AZ,2016,9,73.0,355.0,0.07
AZ,2016,10,80.0,222.0,0.191
AZ,2016,11,44.0,225.0,0.064
AZ,2016,12,47.0,220.0,0.075
AZ,2017,1,47.0,601.0,0.011
AZ,2017,2,52.0,518.0,0.018
AZ,2017,3,67.0,598.0,0.023
AZ,2017,4,58.0,508.0,0.023
AZ,2017,5,68.0,515.0,0.031
AZ,2017,6,13.0,100.0,0.03
CA,2009,4,4.0,0.0,0.0
CA,2009,5,10.0,0.0,0.0
CA,2009,6,13.0,1.0,0.011
CA,2009,7,22.0,3.0,0.033
CA,2009,8,6.0,0.0,0.0
CA,2009,9,18.0,3.0,0.048
CA,2009,10,22.0,11.0,0.333
CA,2009,11,20.0,6.0,0.138
CA,2009,12,14.0,2.0,0.036
CA,2010,1,15.0,5.0,0.167
CA,2010,2,10.0,4.0,0.229
CA,2010,3,22.0,20.0,0.866
CA,2010,4,19.0,21.0,0.86
CA,2010,5,14.0,10.0,0.595
CA,2010,6,33.0,7.0,0.074
CA,2010,7,38.0,6.0,0.043
CA,2010,8,13.0,8.0,0.469
CA,2010,9,15.0,16.0,0.907
CA,2010,10,18.0,9.0,0.333
CA,2010,11,10.0,7.0,0.576
CA,2010,12,27.0,21.0,0.681
CA,2011,1,29.0,32.0,0.862
CA,2011,2,38.0,48.0,0.7
CA,2011,3,165.0,92.0,0.399
CA,2011,4,90.0,109.0,0.747
CA,2011,5,98.0,160.0,0.465
CA,2011,6,46.0,116.0,0.225
CA,2011,7,59.0,77.0,0.665
CA,2011,8,46.0,84.0,0.388
CA,2011,9,184.0,121.0,0.522
CA,2011,10,362.0,94.0,0.107
CA,2011,11,182.0,138.0,0.654
CA,2011,12,126.0,78.0,0.473
CA,2012,1,192.0,98.0,0.345
CA,2012,2,241.0,86.0,0.188
CA,2012,3,194.0,91.0,0.3
CA,2012,4,334.0,64.0,0.062
CA,2012,5,269.0,91.0,0.171
CA,2012,6,162.0,100.0,0.471
CA,2012,7,297.0,68.0,0.085
CA,2012,8,221.0,53.0,0.093
CA,2012,9,192.0,151.0,0.692
CA,2012,10,172.0,177.0,0.958
CA,2012,11,113.0,79.0,0.575
CA,2012,12,165.0,34.0,0.07
CA,2013,1,347.0,148.0,0.255
CA,2013,2,442.0,206.0,0.296
CA,2013,3,473.0,264.0,0.4
CA,2013,4,572.0,294.0,0.349
CA,2013,5,742.0,281.0,0.208
CA,2013,6,838.0,275.0,0.162
CA,2013,7,1002.0,279.0,0.121
CA,2013,8,481.0,189.0,0.222
CA,2013,9,671.0,253.0,0.206
CA,2013,10,789.0,317.0,0.23
CA,2013,11,476.0,180.0,0.208
CA,2013,12,499.0,127.0,0.103
CA,2014,1,779.0,305.0,0.22
CA,2014,2,641.0,186.0,0.131
CA,2014,3,722.0,294.0,0.236
CA,2014,4,841.0,212.0,0.102
CA,2014,5,1017.0,204.0,0.067
CA,2014,6,1127.0,265.0,0.09
CA,2014,7,1060.0,642.0,0.457
CA,2014,8,935.0,333.0,0.187
CA,2014,9,932.0,914.0,0.971
CA,2014,10,882.0,278.0,0.151
CA,2014,11,706.0,472.0,0.536
CA,2014,12,665.0,194.0,0.132
CA,2015,1,1011.0,346.0,0.175
CA,2015,2,1127.0,397.0,0.184
CA,2015,3,1189.0,602.0,0.34
CA,2015,4,1355.0,642.0,0.305
CA,2015,5,1069.0,515.0,0.313
CA,2015,6,1346.0,625.0,0.294
CA,2015,7,1966.0,656.0,0.167
CA,2015,8,1236.0,533.0,0.26
CA,2015,9,1470.0,606.0,0.241
CA,2015,10,1590.0,508.0,0.155
CA,2015,11,1408.0,424.0,0.139
CA,2015,12,1173.0,441.0,0.205
CA,2016,1,1318.0,489.0,0.201
CA,2016,2,1258.0,428.0,0.173
CA,2016,3,1649.0,477.0,0.13
CA,2016,4,1678.0,415.0,0.098
CA,2016,5,1575.0,439.0,0.122
CA,2016,6,2113.0,587.0,0.121
CA,2016,7,1553.0,419.0,0.115
CA,2016,8,1142.0,400.0,0.182
CA,2016,9,1837.0,398.0,0.077
CA,2016,10,1253.0,466.0,0.202
CA,2016,11,1163.0,465.0,0.228
CA,2016,12,1196.0,443.0,0.2
CA,2017,1,2781.0,571.0,0.07
CA,2017,2,2711.0,425.0,0.042
CA,2017,3,4258.0,505.0,0.025
CA,2017,4,2426.0,371.0,0.041
CA,2017,5,3169.0,470.0,0.038
CA,2017,6,452.0,57.0,0.028
CO,2009,1,0.0,5.0,0.0
CO,2009,2,0.0,8.0,0.0
CO,2009,3,22.0,7.0,0.154
CO,2009,4,27.0,6.0,0.081
CO,2009,5,11.0,3.0,0.117
CO,2009,6,12.0,4.0,0.167
CO,2009,7,4.0,9.0,0.274
CO,2009,8,3.0,3.0,1.0
CO,2009,9,2.0,21.0,0.017
CO,2009,10,4.0,12.0,0.167
CO,2009,11,9.0,23.0,0.22
CO,2009,12,5.0,27.0,0.058
CO,2010,1,3.0,25.0,0.026
CO,2010,2,9.0,21.0,0.257
CO,2010,3,14.0,68.0,0.07
CO,2010,4,6.0,67.0,0.015
CO,2010,5,7.0,70.0,0.018
CO,2010,6,89.0,68.0,0.662
CO,2010,7,28.0,56.0,0.333
CO,2010,8,24.0,54.0,0.274
CO,2010,9,12.0,91.0,0.031
CO,2010,10,4.0,85.0,0.004
CO,2010,11,3.0,54.0,0.006
CO,2010,12,17.0,33.0,0.35
CO,2011,1,28.0,63.0,0.274
CO,2011,2,41.0,37.0,0.856
CO,2011,3,57.0,44.0,0.673
CO,2011,4,40.0,25.0,0.481
CO,2011,5,44.0,56.0,0.691
CO,2011,6,30.0,45.0,0.533
CO,2011,7,29.0,32.0,0.862
CO,2011,8,16.0,17.0,0.913
CO,2011,9,43.0,13.0,0.14
CO,2011,10,78.0,26.0,0.167
CO,2011,11,52.0,10.0,0.062
CO,2011,12,33.0,12.0,0.194
CO,2012,1,39.0,4.0,0.019
CO,2012,2,32.0,0.0,0.0
CO,2012,3,47.0,1.0,0.001
CO,2012,4,30.0,2.0,0.008
CO,2012,5,36.0,3.0,0.013
CO,2012,6,32.0,15.0,0.299
CO,2012,7,33.0,3.0,0.015
CO,2012,8,19.0,2.0,0.02
CO,2012,9,19.0,7.0,0.198
CO,2012,10,6.0,2.0,0.167
CO,2012,11,15.0,1.0,0.008
CO,2012,12,22.0,0.0,0.0
CO,2013,1,36.0,36.0,1.0
CO,2013,2,41.0,90.0,0.285
CO,2013,3,27.0,110.0,0.097
CO,2013,4,30.0,160.0,0.059
CO,2013,5,167.0,187.0,0.843
CO,2013,6,123.0,202.0,0.461
CO,2013,7,102.0,149.0,0.556
CO,2013,8,111.0,121.0,0.878
CO,2013,9,242.0,242.0,1.0
CO,2013,10,197.0,210.0,0.908
CO,2013,11,87.0,176.0,0.327
CO,2013,12,92.0,121.0,0.657
CO,2014,1,117.0,207.0,0.408
CO,2014,2,103.0,161.0,0.499
CO,2014,3,109.0,151.0,0.605
CO,2014,4,79.0,140.0,0.407
CO,2014,5,136.0,197.0,0.564
CO,2014,6,123.0,115.0,0.904
CO,2014,7,170.0,105.0,0.472
CO,2014,8,139.0,43.0,0.146
CO,2014,9,106.0,78.0,0.624
CO,2014,10,167.0,57.0,0.174
CO,2014,11,105.0,62.0,0.438
CO,2014,12,88.0,45.0,0.346
CO,2015,1,170.0,246.0,0.565
CO,2015,2,174.0,251.0,0.568
CO,2015,3,203.0,261.0,0.681
CO,2015,4,215.0,275.0,0.686
CO,2015,5,209.0,221.0,0.919
CO,2015,6,218.0,198.0,0.865
CO,2015,7,211.0,231.0,0.872
CO,2015,8,186.0,156.0,0.765
CO,2015,9,213.0,168.0,0.696
CO,2015,10,251.0,234.0,0.9
CO,2015,11,281.0,203.0,0.606
CO,2015,12,163.0,201.0,0.726
CO,2016,1,205.0,200.0,0.964
CO,2016,2,188.0,208.0,0.858
CO,2016,3,228.0,203.0,0.839
CO,2016,4,203.0,197.0,0.956
CO,2016,5,160.0,210.0,0.659
CO,2016,6,264.0,239.0,0.86
CO,2016,7,189.0,179.0,0.921
CO,2016,8,128.0,129.0,0.988
CO,2016,9,174.0,181.0,0.942
CO,2016,10,165.0,118.0,0.596
CO,2016,11,130.0,82.0,0.488
CO,2016,12,123.0,131.0,0.909
CO,2017,1,305.0,205.0,0.54
CO,2017,2,211.0,179.0,0.779
CO,2017,3,286.0,274.0,0.938
CO,2017,4,131.0,201.0,0.514
CO,2017,5,166.0,204.0,0.73
CO,2017,6,23.0,24.0,0.938
CT,2009,10,4.0,0.0,0.0
CT,2009,11,10.0,0.0,0.0
CT,2009,12,4.0,0.0,0.0
CT,2010,1,10.0,0.0,0.0
CT,2010,2,11.0,0.0,0.0
CT,2010,3,14.0,0.0,0.0
CT,2010,4,27.0,0.0,0.0
CT,2010,5,31.0,0.0,0.0
CT,2010,6,75.0,0.0,0.0
CT,2010,7,21.0,0.0,0.0
CT,2010,8,43.0,0.0,0.0
CT,2010,9,48.0,0.0,0.0
CT,2010,10,32.0,0.0,0.0
CT,2010,11,34.0,0.0,0.0
CT,2010,12,37.0,0.0,0.0
CT,2011,1,31.0,0.0,0.0
CT,2011,2,14.0,0.0,0.0
CT,2011,3,14.0,0.0,0.0
CT,2011,4,21.0,0.0,0.0
CT,2011,5,26.0,0.0,0.0
CT,2011,6,22.0,0.0,0.0
CT,2011,7,23.0,0.0,0.0
CT,2011,8,12.0,0.0,0.0
CT,2011,9,19.0,0.0,0.0
CT,2011,10,20.0,0.0,0.0
CT,2011,11,14.0,0.0,0.0
CT,2011,12,14.0,0.0,0.0
CT,2012,1,10.0,0.0,0.0
CT,2012,2,92.0,0.0,0.0
CT,2012,3,119.0,0.0,0.0
CT,2012,4,114.0,0.0,0.0
CT,2012,5,123.0,0.0,0.0
CT,2012,6,93.0,0.0,0.0
CT,2012,7,90.0,0.0,0.0
CT,2012,8,81.0,0.0,0.0
CT,2012,9,60.0,0.0,0.0
CT,2012,10,106.0,0.0,0.0
CT,2012,11,58.0,0.0,0.0
CT,2012,12,56.0,0.0,0.0
CT,2013,1,90.0,0.0,0.0
CT,2013,2,98.0,0.0,0.0
CT,2013,3,75.0,0.0,0.0
CT,2013,4,86.0,0.0,0.0
CT,2013,5,91.0,0.0,0.0
CT,2013,6,83.0,0.0,0.0
CT,2013,7,58.0,0.0,0.0
CT,2013,8,76.0,0.0,0.0
CT,2013,9,60.0,0.0,0.0
CT,2013,10,58.0,0.0,0.0
CT,2013,11,48.0,0.0,0.0
CT,2013,12,67.0,0.0,0.0
CT,2014,1,139.0,0.0,0.0
CT,2014,2,144.0,0.0,0.0
CT,2014,3,139.0,0.0,0.0
CT,2014,4,174.0,0.0,0.0
CT,2014,5,174.0,0.0,0.0
CT,2014,6,295.0,0.0,0.0
CT,2014,7,248.0,0.0,0.0
CT,2014,8,208.0,0.0,0.0
CT,2014,9,205.0,0.0,0.0
CT,2014,10,229.0,0.0,0.0
CT,2014,11,154.0,0.0,0.0
CT,2014,12,129.0,0.0,0.0
CT,2015,1,269.0,0.0,0.0
CT,2015,2,417.0,0.0,0.0
CT,2015,3,506.0,0.0,0.0
CT,2015,4,633.0,0.0,0.0
CT,2015,5,491.0,0.0,0.0
CT,2015,6,555.0,0.0,0.0
CT,2015,7,422.0,0.0,0.0
CT,2015,8,301.0,0.0,0.0
CT,2015,9,347.0,0.0,0.0
CT,2015,10,381.0,0.0,0.0
CT,2015,11,265.0,0.0,0.0
CT,2015,12,323.0,0.0,0.0
CT,2016,1,504.0,0.0,0.0
CT,2016,2,412.0,0.0,0.0
CT,2016,3,493.0,0.0,0.0
CT,2016,4,482.0,0.0,0.0
CT,2016,5,414.0,0.0,0.0
CT,2016,6,724.0,0.0,0.0
CT,2016,7,389.0,0.0,0.0
CT,2016,8,466.0,0.0,0.0
CT,2016,9,889.0,0.0,0.0
CT,2016,10,371.0,0.0,0.0
CT,2016,11,278.0,0.0,0.0
CT,2016,12,314.0,0.0,0.0
